,timestamps,ls
0,0.0,0.96874315
1,0.31665039,0.95419639
2,0.64990234,0.94847482
3,0.98327637,0.94852161
4,1.3166504,0.91052109
5,1.6333008,0.87471187
6,1.9666748,0.91037524
7,2.2999268,0.89541703
8,2.6333008,0.86001563
9,2.9666748,0.81921774
10,3.2999268,0.82843798
11,3.6333008,0.85013855
12,3.9666748,0.85012436
13,4.2833252,0.8404333
14,4.6165771,0.82606649
15,4.9499512,0.83854467
16,5.2833252,0.81048012
17,5.6165771,0.80035061
18,5.9333496,0.82539529
19,6.2666016,0.82232833
20,6.5999756,0.8124187
21,6.9333496,0.82110518
22,7.2666016,0.87982059
23,7.5999756,0.89029205
24,7.9333496,0.89946592
25,8.2666016,0.69922137
26,8.583252,0.59968972
27,8.916626,0.68230355
28,9.25,0.51824206
29,9.583252,0.87409693
30,9.916626,0.99367881
31,10.266602,1.0
32,10.649902,0.77966565
33,11.083252,0.46460766
34,11.466675,0.52449
35,11.783325,0.71254814
36,12.116577,0.90113831
37,12.449951,0.72943604
38,12.783325,0.44843522
39,13.116577,0.4768723
40,13.43335,0.54587156
41,13.766602,0.46694621
42,14.099976,0.54153347
43,14.43335,0.86197025
44,14.766602,0.85045344
45,15.099976,0.84479547
46,15.43335,0.86129767
47,15.75,0.89583796
48,16.083252,0.90862817
49,16.43335,0.85277814
50,16.75,0.69692546
51,17.083252,0.47957489
52,17.416626,0.3168216
53,17.75,0.240197
54,18.06665,0.19686005
55,18.399902,0.2401042
56,18.733276,0.47334248
57,19.06665,0.81252456
58,19.399902,0.8320325
59,19.733276,0.82328922
60,20.06665,0.775846
61,20.399902,0.67591792
62,20.733276,0.53022856
63,21.049927,0.54781866
64,21.383301,0.59170663
65,21.716675,0.63789457
66,22.06665,0.7435419
67,22.399902,0.83016497
68,22.733276,0.86224765
69,23.06665,0.83858609
70,23.399902,0.80186689
71,23.716675,0.81358051
72,24.049927,0.85296988
73,24.383301,0.87963051
74,24.716675,0.89001119
75,25.049927,0.92679524
76,25.366577,0.8437649
77,25.699951,0.69596267
78,26.033325,0.60885233
79,26.366577,0.33372048
80,26.699951,0.12676866
81,27.033325,0.10416417
82,27.366577,0.36092198
83,27.699951,0.6777159
84,28.033325,0.91581851
85,28.366577,0.98273402
86,28.699951,0.96324426
87,29.033325,0.93587106
88,29.366577,0.93153471
89,29.699951,0.93956417
90,30.033325,0.94936776
91,30.366577,0.95312768
