,time,counts,error
160,8000.0,4.940831101666621,0.34
161,8050.0,8.057315738804517,0.25
162,8099.0,5.556829048548736,0.31
163,8150.0,-1.349375842680741,0.27
164,8199.0,-0.2989794385932849,0.32
165,8249.0,6.140979103268623,0.27
166,8300.0,6.368786457696948,0.31
167,8349.0,2.0371211219748875,0.27
168,8400.0,-0.8952711664547164,0.29
169,8449.0,2.601589844155,0.25
170,8499.0,8.011689917951824,0.30
171,8550.0,2.8395448938568917,0.26
172,8599.0,0.055347957336604914,0.38
173,8649.0,0.43610284104287844,0.26
174,8699.0,6.656662076501166,0.31
175,8750.0,6.0657003570287,0.26
176,8800.0,-0.29654571088702486,0.32
177,8850.0,-0.23744590830956813,0.26
178,8900.0,6.4053768378329465,0.32
179,8949.0,8.792748063157077,0.28
180,9000.0,1.7785898681450396,0.31
181,9050.0,-1.5408411278759888,0.25
182,9099.0,0.7967241391592386,0.32
183,9150.0,9.67820094122711,0.30
184,9199.0,8.800751349920253,0.40
185,9250.0,0.9779289490485805,0.33
186,9300.0,2.7158958092108474,0.41
187,9349.0,6.345792782281112,0.31
188,9400.0,9.209603110039573,0.40
189,9449.0,5.539896885641825,0.32
190,9499.0,0.641190551033854,0.40
191,9550.0,5.7667549240900335,0.31
192,9599.0,9.103440359063036,0.37
193,9650.0,4.949274205077554,0.30
194,9699.0,1.3813769103159594,0.39
195,9749.0,0.8719754736002265,0.31
196,9800.0,8.428950358354275,0.36
197,9849.0,9.827666497943383,0.32
198,9899.0,3.976234983662641,0.38
199,9949.0,-0.44918018850148744,0.31
200,10000.0,6.629967510856464,0.38
201,10050.0,9.728063003002871,0.31
202,10100.0,4.3451836852382115,0.35
203,10150.0,-0.4407003333017565,0.30
204,10200.0,3.4071957184540063,0.38
205,10250.0,8.947695009717412,0.29
206,10300.0,6.375760495691483,0.36
207,10350.0,0.632389685157063,0.28
208,10400.0,0.12115241178917735,0.35
209,10450.0,7.400833334393346,0.31
210,10500.0,9.031727504490272,0.36
211,10550.0,3.2581172238199625,0.28
212,10600.0,-1.069487041946224,0.33
213,10650.0,3.648450759305411,0.28
214,10700.0,8.529806239205508,0.33
215,10750.0,5.631772843301307,0.28
216,10800.0,-0.08605104940494979,0.36
217,10850.0,0.2147672599515884,0.26
218,10900.0,6.915994361979988,0.33
219,10950.0,7.5362449208030675,0.26
220,11000.0,1.8837122425746493,0.34
221,11050.0,-1.5290232672523825,0.26
222,11100.0,3.903212988743166,0.33
223,11150.0,8.62684525601656,0.26
224,11200.0,4.689401826493036,0.32
225,11250.0,-1.027479695133954,0.27
226,11300.0,0.8260549872230718,0.31
227,11350.0,7.624357117811389,0.28
228,11400.0,7.053146189179924,0.31
229,11450.0,0.43662916067621893,0.25
230,11500.0,-1.3132115710001293,0.32
231,11550.0,4.785614781572285,0.27
232,11600.0,8.13471281320929,0.30
233,11650.0,3.9632470224797585,0.27
234,11700.0,-1.420187450288131,0.31
235,11750.0,1.9740379797979277,0.28
236,11800.0,7.367723651960128,0.30
237,11850.0,5.937779627604478,0.24
238,11900.0,-0.0901862721877369,0.30
239,11950.0,-1.0403023061074999,0.26
240,12000.0,5.790158250232655,0.35
241,12050.0,8.813771828441933,0.28
242,12100.0,2.638918582613134,0.32
243,12150.0,-1.9666150699424993,0.25
244,12200.0,2.2154444390534485,0.30
245,12250.0,8.211335895497355,0.27
246,12300.0,6.1688518207003735,0.32
247,12350.0,-0.31618935183072017,0.27
248,12400.0,0.3373531761058248,0.33
249,12450.0,5.962477962892189,0.26
250,12500.0,7.618836528019424,0.30
251,12550.0,1.5322711561444067,0.25
252,12600.0,-2.2935789856178896,0.31
253,12650.0,2.955404510663671,0.25
254,12700.0,8.624317118482814,0.34
255,12750.0,4.767868049824941,0.25
256,12800.0,-0.7938509731284595,0.33
257,12850.0,0.08367199178520668,0.25
258,12900.0,6.730069786401446,0.30
259,12950.0,7.279028438982992,0.25
260,13000.0,0.9086305003218205,0.30
261,13050.0,-1.3923665353377173,0.26
262,13100.0,4.178194216339756,0.31
263,13150.0,7.779997285494794,0.23
264,13200.0,4.058489005771326,0.32
265,13250.0,-1.519181977991023,0.25
266,13300.0,1.5293208117086592,0.35
267,13350.0,7.4129640522366245,0.26
268,13400.0,6.4275035369495574,0.31
269,13450.0,0.3420359112300191,0.26
270,13500.0,-0.5786974554966657,0.34
271,13550.0,5.198004934973182,0.26
272,13600.0,8.036112576342822,0.31
273,13650.0,3.0458230267265742,0.25
274,13700.0,-2.0121516129294617,0.29
275,13750.0,1.6022941789989935,0.25
276,13800.0,7.814322909023831,0.33
277,13850.0,6.241058711525291,0.26
278,13900.0,-0.3454788634687431,0.33
279,13950.0,-0.7725527864346855,0.25
280,14000.0,5.98971541569888,0.33
281,14050.0,7.684873103701715,0.24
282,14100.0,2.425675032765538,0.32
283,14150.0,-2.0669875788993957,0.25
284,14200.0,2.6485727581677425,0.31
285,14250.0,8.00094399304364,0.26
286,14300.0,5.8296293210900565,0.33
287,14350.0,-1.1745447198405277,0.24
288,14400.0,-0.27787630966241705,0.32
289,14450.0,6.209643229658148,0.26
290,14500.0,7.202896802029986,0.29
291,14550.0,1.183774623496734,0.24
292,14600.0,-1.8723486980331008,0.31
293,14650.0,3.5128418252928,0.26
294,14700.0,8.403655350424453,0.32
295,14750.0,4.73569286659219,0.27
296,14800.0,-1.5290365855205277,0.31
297,14850.0,0.6078425523562281,0.26
298,14900.0,7.046253182291147,0.32
299,14950.0,7.1710114653528185,0.26
300,15000.0,0.47500642876866106,0.32
301,15050.0,-0.9413650322816309,0.28
302,15100.0,4.3192485071392355,0.32
303,15150.0,8.027589797720443,0.25
304,15200.0,3.7535966222543165,0.31
305,15250.0,-1.7165557688651973,0.26
306,15300.0,1.0840918971490972,0.31
307,15350.0,7.090801495428126,0.25
308,15400.0,6.503930855551727,0.30
309,15450.0,0.10266573494934006,0.26
310,15500.0,-0.8315442538983682,0.34
311,15550.0,5.422175117935911,0.26
312,15600.0,8.112330513928473,0.32
313,15650.0,2.6588293357671335,0.25
314,15700.0,-2.26880084090967,0.29
315,15750.0,2.227950914599527,0.26
316,15800.0,8.067896489765989,0.33
317,15850.0,5.969814569730863,0.26
318,15900.0,-0.9922383467761628,0.29
319,15950.0,-1.1745470685029278,0.22
320,16000.0,5.487005460991504,0.30
321,16050.0,7.661923508851197,0.25
322,16100.0,1.8272587835971026,0.31
323,16150.0,-1.7618159559415902,0.25
324,16200.0,2.794775516943911,0.32
325,16250.0,7.695958996040024,0.24
326,16300.0,5.169724832343692,0.32
327,16350.0,-1.3016113257694615,0.25
328,16400.0,-0.21583840849339309,0.30
329,16450.0,6.690861172776218,0.26
330,16500.0,6.844756594840346,0.28
331,16550.0,0.64435798840959,0.24
332,16600.0,-1.3861091826801681,0.33
333,16650.0,3.89893551715882,0.25
334,16700.0,8.227568722615391,0.33
335,16750.0,4.436996461052529,0.26
336,16800.0,-2.1608145922830158,0.29
337,16850.0,0.6757751693446306,0.25
338,16900.0,7.45328608321496,0.33
339,16950.0,6.543308482237372,0.24
340,17000.0,0.5044432447590976,0.32
341,17050.0,-1.4966373064209249,0.25
342,17100.0,4.7945813045268775,0.31
343,17150.0,7.709686218607507,0.23
344,17200.0,3.1565388525267863,0.30
345,17250.0,-1.8491033020686798,0.25
346,17300.0,1.6187080442107726,0.32
347,17350.0,7.7768581209283525,0.25
348,17400.0,5.933775503817413,0.31
349,17450.0,0.2999467459776084,0.28
350,17500.0,-0.9626575567594058,0.30
351,17550.0,5.206417083821716,0.24
352,17600.0,8.223743792950449,0.31
353,17650.0,2.0640908678728143,0.25
354,17700.0,-1.6499477868120755,0.31
355,17750.0,2.0992412217808303,0.24
356,17800.0,7.7777104595053475,0.31
357,17850.0,5.685587134025109,0.26
358,17900.0,-1.0892544298332663,0.29
359,17950.0,-0.307450696161236,0.25
360,18000.0,6.680457548214875,0.35
361,18050.0,7.165602669752011,0.23
362,18100.0,1.2254509063011148,0.29
363,18150.0,-2.211228876045193,0.24
364,18200.0,3.312231840281726,0.31
365,18250.0,8.335946315763406,0.27
366,18300.0,4.220824795271217,0.28
367,18350.0,-0.5664329026700354,0.27
368,18400.0,0.09207624737226272,0.29
369,18450.0,6.904745351554431,0.25
370,18500.0,7.565377661546958,0.35
371,18550.0,0.7257051978307514,0.26
372,18600.0,-2.085301287874533,0.28
373,18650.0,3.5718652687013224,0.23
374,18700.0,7.975934992139447,0.31
375,18750.0,4.033561336532341,0.27
376,18800.0,-1.778511356602734,0.29
377,18850.0,1.3458957200885093,0.26
378,18900.0,7.480007918273196,0.31
379,18950.0,6.107134604995926,0.24
380,19000.0,-0.16152260089529236,0.33
381,19050.0,-1.0589231923184665,0.25
382,19100.0,4.962427299625755,0.31
383,19150.0,7.786480307698033,0.24
384,19200.0,2.469140942424769,0.30
385,19250.0,-1.6164537214148242,0.27
386,19300.0,1.671458726528274,0.30
387,19350.0,7.380233943777319,0.24
388,19400.0,5.968469609633333,0.31
389,19450.0,-0.47477806084982355,0.26
390,19500.0,0.056945945774895534,0.35
391,19550.0,5.359073338106528,0.24
392,19600.0,7.920856379481497,0.33
393,19650.0,1.6534210128261682,0.24
394,19700.0,-1.6855354684945203,0.33
395,19750.0,2.884369337434568,0.31
396,19800.0,8.063152340464065,0.32
397,19850.0,4.9199827055929255,0.24
398,19900.0,-0.8754177467739805,0.31
399,19950.0,-0.052526802893750446,0.25
400,20000.0,6.72857157781735,0.31
401,20050.0,7.316709683874764,0.26
402,20100.0,1.0719986906935437,0.30
403,20150.0,-1.4154849356188701,0.26
404,20200.0,3.3891144449764745,0.29
405,20250.0,8.290599302660624,0.26
406,20300.0,4.144661635082059,0.30
407,20350.0,-1.3781668980971502,0.26
408,20400.0,0.7743958652127398,0.32
409,20450.0,7.129997933878664,0.25
410,20500.0,7.245830327622469,0.31
411,20550.0,0.5094451749442381,0.26
412,20600.0,-1.0404914531835172,0.32
413,20650.0,4.979826936126134,0.27
414,20700.0,8.058762510473613,0.31
415,20800.0,-1.771576342719663,0.36
416,20850.0,1.5465677783515193,0.26
417,20900.0,7.555361944830219,0.32
418,20950.0,6.703799370466434,0.43
419,21000.0,0.7585707223922507,0.53
420,21050.0,-1.1890800287982897,0.24
421,21100.0,5.4110594553901645,0.30
422,21150.0,8.148295167681505,0.27
423,21200.0,2.3432298765499935,0.29
424,21250.0,-2.0483649760001805,0.25
425,21300.0,2.530591834754774,0.32
426,21350.0,8.120144921151322,0.25
427,21400.0,5.319522749038472,0.29
428,21450.0,-0.8302576752693307,0.26
429,21500.0,-1.0038563388072745,0.30
430,21550.0,5.698545611337538,0.24
431,21600.0,7.654296462455597,0.29
432,21650.0,1.4286123620424007,0.24
433,21700.0,-1.9756375603767382,0.30
434,21750.0,2.831519879935382,0.25
435,21800.0,7.723734242696662,0.27
436,21850.0,4.434665743739155,0.23
437,21900.0,-1.559725529117165,0.30
438,21950.0,-0.3211296547998215,0.23
439,22000.0,6.349925856959527,0.31
440,22050.0,6.986159035387713,0.24
441,22100.0,0.6286067132313518,0.30
442,22150.0,-1.6949713305832539,0.25
443,22200.0,4.053598980619347,0.33
444,22250.0,8.279740813912218,0.26
445,22300.0,3.7730049053899215,0.29
446,22350.0,-2.3060887811571757,0.22
447,22400.0,1.1295750154914233,0.31
448,22450.0,7.265416330608703,0.27
449,22500.0,6.0872880175122805,0.30
450,22550.0,-0.26285650773224933,0.24
451,22600.0,-2.072368813840373,0.29
452,22650.0,4.091041772019215,0.22
453,22700.0,7.786190180796085,0.30
454,22750.0,2.8997168274711234,0.25
455,22800.0,-2.2995849302141256,0.28
456,22850.0,1.4761009795803355,0.24
457,22900.0,6.748400650483697,0.25
458,22950.0,5.8247000427360085,0.26
459,23000.0,-0.5638970477572083,0.30
460,23050.0,-1.0380782763099123,0.25
461,23100.0,5.208797835057067,0.29
462,23150.0,6.985581592724194,0.21
463,23200.0,1.5106250388959281,0.27
464,23250.0,-2.35472505754602,0.23
465,23300.0,2.584322633180705,0.32
466,23350.0,7.725926960316325,0.24
467,23400.0,4.938514229412942,0.28
468,23450.0,-1.6653394666361776,0.23
469,23500.0,-0.44628716679654845,0.30
470,23550.0,6.243303029336772,0.25
471,23600.0,6.5648132424250445,0.26
472,23650.0,0.8814275450101539,0.24
473,23700.0,-1.8804580168236358,0.31
474,23750.0,2.9488671292015227,0.23
475,23800.0,7.519095358137695,0.28
476,23850.0,3.6913503573287048,0.22
477,23900.0,-2.021286731825062,0.29
478,23950.0,0.19530227228729347,0.25
479,24000.0,6.383184367074726,0.28
480,24050.0,6.74497592039944,0.25
481,24100.0,-0.043071876622506,0.28
482,24150.0,-2.3702018770616977,0.22
483,24200.0,4.1738733555056475,0.30
484,24250.0,7.2733241189699065,0.22
485,24300.0,3.1376522424206548,0.31
486,24350.0,-2.229595746241946,0.24
487,24400.0,0.6660025319477696,0.28
488,24450.0,6.669899343101158,0.22
489,24500.0,5.87102125619881,0.28
490,24550.0,-0.7397056314072321,0.24
491,24600.0,-1.7717416779495947,0.30
492,24650.0,4.633765518136638,0.24
493,24700.0,7.538486747926246,0.28
494,24750.0,2.1529565491201996,0.23
495,24800.0,-2.12224058462656,0.31
496,24850.0,1.622759661889738,0.23
497,24900.0,6.808290596659159,0.27
498,24950.0,4.661314470457944,0.22
499,25000.0,-0.9576353197776344,0.30
500,25050.0,-1.606996556025531,0.21
501,25100.0,5.284018189825273,0.29
502,25150.0,7.018915764051654,0.23
503,25200.0,1.1831289123274156,0.27
504,25250.0,-2.4755525729741485,0.22
505,25300.0,2.490842883135345,0.28
506,25350.0,7.4770393134077455,0.23
507,25400.0,4.197085016206742,0.30
508,25450.0,-1.7089750760642834,0.24
509,25500.0,-0.45166320764690004,0.30
510,25550.0,5.8418899388863235,0.23
511,25600.0,6.803273101717478,0.29
512,25650.0,0.5235902188948534,0.27
513,25700.0,-1.7803300295496918,0.33
514,25750.0,3.294584359604703,0.27
515,25800.0,7.659003805018731,0.32
516,25850.0,3.7117915424227714,0.27
517,25900.0,-2.6293265882419603,0.27
518,25950.0,-0.02474635384600088,0.22
519,26000.0,6.537103593470617,0.29
520,26050.0,6.1242910062524905,0.23
521,26100.0,-0.7514438071441139,0.28
522,26150.0,-2.0318143848004486,0.24
523,26200.0,3.968146999877667,0.28
524,26250.0,7.601433138438772,0.25
525,26300.0,2.800420175664437,0.31
526,26350.0,-2.4082097945144887,0.23
527,26400.0,0.8320097477281418,0.29
528,26450.0,7.1424527924336605,0.24
529,26500.0,5.478391174396936,0.31
530,26550.0,-1.1496869693217953,0.23
531,26600.0,-1.839533394491688,0.28
532,26650.0,4.8962973218891594,0.22
533,26700.0,7.3360494245263475,0.30
534,26750.0,2.0987371102803096,0.25
535,26800.0,-2.6893763733138702,0.27
536,26850.0,2.10477173860341,0.25
537,26900.0,7.614316679069826,0.30
538,26950.0,4.35519353222798,0.22
539,27000.0,-1.2414492455410828,0.29
540,27050.0,-1.0670161360297286,0.23
541,27100.0,5.865160261863011,0.30
542,27150.0,6.918996304564326,0.24
543,27200.0,0.532517864457295,0.29
544,27250.0,-2.3409966492900733,0.24
545,27300.0,3.2483300865333353,0.32
546,27350.0,7.6130673416828305,0.23
547,27400.0,3.816929344478267,0.30
548,27450.0,-2.170225775538536,0.23
549,27500.0,-0.21138831328484997,0.29
550,27550.0,6.2029333488911025,0.24
551,27600.0,6.840655175570667,0.31
552,27650.0,0.07677625736490779,0.24
553,27700.0,-2.0257143243741704,0.31
554,27750.0,3.8068531780202086,0.26
555,27800.0,7.293357813226212,0.29
556,27850.0,3.277776210903549,0.26
557,27900.0,-2.6731905706286954,0.29
558,27950.0,0.7571400244425388,0.25
559,28000.0,6.350538882059714,0.28
560,28050.0,5.835334651657943,0.26
561,28100.0,-1.164983829004242,0.27
562,28150.0,-1.520567396745022,0.23
563,28200.0,4.554660019149368,0.28
564,28250.0,7.854282015082994,0.26
565,28300.0,2.163134841947367,0.29
566,28350.0,-2.401580177394262,0.25
567,28400.0,1.5758790254542852,0.32
568,28450.0,7.15219460155429,0.24
569,28500.0,4.8608425505814115,0.29
570,28550.0,-1.301471521256068,0.25
571,28600.0,-1.0867776332497638,0.31
572,28650.0,5.576988430941167,0.27
573,28700.0,7.269401860587628,0.30
574,28750.0,0.9988692475061498,0.24
575,28800.0,-2.6409558187934383,0.28
576,28850.0,2.9403377569948512,0.27
577,28900.0,7.4458857832626695,0.32
578,28950.0,4.61795320863835,0.24
579,29000.0,-1.7442458283092876,0.29
580,29050.0,-0.6694148927878052,0.26
581,29100.0,5.6107357601996455,0.33
582,29150.0,6.766640707542788,0.25
583,29200.0,0.4805330670217405,0.30
584,29250.0,-1.9013361712597248,0.27
585,29300.0,3.8049568023139897,0.32
586,29350.0,7.903724635115018,0.26
587,29400.0,3.6997860581235553,0.31
588,29450.0,-2.248267266604383,0.26
589,29500.0,0.07305365824992371,0.34
590,29550.0,6.835149948980565,0.28
591,29600.0,5.948046346884992,0.31
592,29650.0,0.15260518368267695,0.27
593,29700.0,-1.72719680603393,0.33
594,29750.0,4.203872819282035,0.26
595,29800.0,7.2921862445407335,0.33
596,29850.0,2.6511140559482502,0.29
597,29900.0,-2.222347736047071,0.33
598,29950.0,1.1293159541717464,0.28
599,30000.0,6.792450290723739,0.34
600,30050.0,5.939430617217054,0.27
601,30100.0,-0.4822425121998868,0.37
602,30150.0,-2.0073363114398037,0.28
603,30200.0,4.611692190322481,0.36
604,30250.0,7.992214019148126,0.29
605,30300.0,1.7576226503912507,0.34
606,30350.0,-2.4894851895510115,0.26
607,30400.0,1.4358525376245383,0.31
608,30450.0,7.258359304376741,0.31
609,30500.0,4.48989642541479,0.29
610,30550.0,-1.6438233072537214,0.26
611,30600.0,-0.25461310078654265,0.40
612,30650.0,5.464250621478005,0.31
613,30700.0,7.399191466580666,0.36
614,30750.0,-0.2948585474963652,0.39
615,30800.0,-2.1570730852125997,0.33
616,30850.0,2.4176400969209717,0.27
617,30900.0,7.312529816563881,0.31
618,30950.0,4.24126632153654,0.30
619,31000.0,-1.995039510030487,0.36
620,31050.0,-0.34556077876111413,0.30
621,31100.0,6.459335968729558,0.36
622,31150.0,6.462781157698756,0.27
623,31200.0,0.2288715951736271,0.32
624,31250.0,-2.306978355776696,0.27
625,31300.0,3.2388999881486322,0.34
626,31350.0,7.198854476495149,0.28
627,31400.0,2.437429721069363,0.31
628,31450.0,-1.7523938941042312,0.28
629,31500.0,0.6801064281477456,0.32
630,31550.0,6.267352669670988,0.25
631,31600.0,5.696635690179981,0.29
632,31650.0,-1.3073681081465838,0.23
633,31700.0,-1.8254855630933529,0.30
634,31750.0,4.2838693515255475,0.28
635,31800.0,7.215648445098326,0.34
636,31850.0,2.9136283010472885,0.28
637,31900.0,-2.5263934404903696,0.31
638,31950.0,1.230083383138386,0.28
639,32000.0,7.1619079054002,0.36
640,32050.0,5.317989298481198,0.31
641,32100.0,-1.1018536554045277,0.39
642,32150.0,-1.07310890807278,0.31
643,32200.0,5.287571755605157,0.36
644,32250.0,7.355699793595781,0.34
645,32300.0,1.2457009459814437,0.39
646,32350.0,-1.931833302241619,0.37
647,32400.0,2.270141252463182,0.37
648,32450.0,7.310301958771186,0.28
649,32500.0,4.297142326330193,0.33
650,32550.0,-1.9156056858355996,0.28
651,32600.0,-0.7442777194831831,0.40
652,32650.0,6.156564317057179,0.35
653,32700.0,7.196186103953763,0.40
654,32750.0,0.39931082952800967,0.27
655,32800.0,-1.8379524969903511,0.35
656,32850.0,3.1448522623258186,0.31
657,32900.0,8.213908100924714,0.38
658,32950.0,4.2468539827168605,0.33
659,33000.0,-2.2029572094197665,0.38
660,33050.0,0.3330951704376397,0.30
661,33100.0,6.259638947436777,0.36
662,33150.0,6.278459765934265,0.27
663,33200.0,0.25917775219348727,0.33
664,33250.0,-1.9284566702076633,0.28
665,33350.0,7.648430642555136,0.33
666,33400.0,2.741661545868768,0.30
667,33450.0,-2.2420222534204357,0.27
668,33500.0,0.6681492523802757,0.33
669,33550.0,7.128456750553346,0.25
670,33600.0,5.907708393156873,0.33
671,33650.0,-0.8816613018470623,0.26
672,33700.0,-1.5314072482620045,0.33
673,33750.0,4.465104744360831,0.25
674,33800.0,7.054033430827953,0.32
675,33850.0,2.00714637985677,0.49
676,33900.0,-2.2650514073855716,0.35
677,33950.0,1.6377003402007815,0.25
678,34000.0,7.668096593715886,0.34
679,34050.0,5.032500516142069,0.29
680,34100.0,-1.6025412698611938,0.38
681,34150.0,-0.768980297040954,0.34
682,34200.0,5.4306839682810315,0.41
683,34250.0,7.255334948220948,0.30
684,34300.0,1.4291687194697045,0.39
685,34350.0,-2.38866363119646,0.29
686,34400.0,2.0269340792831105,0.34
687,34450.0,7.31750144344795,0.32
688,34500.0,4.764230142016125,0.39
689,34550.0,-1.585787164404381,0.31
690,34600.0,-0.11710229939616257,0.37
691,34650.0,6.152486356540637,0.29
692,34700.0,6.381270159897223,0.35
693,34750.0,0.17309411323167057,0.25
694,34800.0,-2.7239473920919544,0.27
695,34850.0,3.7001482181171355,0.27
696,34900.0,7.269809114435734,0.34
697,34950.0,3.64647679575836,0.29
698,35000.0,-2.6472427850687166,0.34
699,35050.0,-0.9349737463976187,0.26
700,35100.0,6.420416290028376,0.33
701,35150.0,5.744823242168451,0.28
702,35200.0,-0.14696533603466477,0.35
703,35250.0,-1.9864281053572341,0.27
704,35300.0,3.9315214395288995,0.36
705,35350.0,7.812557538018851,0.29
706,35400.0,2.6543001860715116,0.36
707,35450.0,-2.196694172785003,0.32
708,35500.0,0.765505206791997,0.34
709,35550.0,6.757485285486803,0.30
